audit_status,cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,expected_period_qid,expected_period_label,live_period_property,live_period_qid,live_period_label,live_cdli_id
match,276790,Q2162562,N 1668,Cuneiform Tablet N 1668,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Neo-Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P276790",Q512161,Neo-Babylonian Period,P853,Q512161,Neo-Babylonian Period,P276790
match,276817,Q2163145,N 1696,Cuneiform Tablet N 1696,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P276817",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P276817
match,276883,Q2031304,"CDLI Literary 000794, ex. 003","Cuneiform Tablet CDLI Literary 000794, ex. 003","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P276883
match,276929,Q2165806,N 1811,Cuneiform Tablet N 1811,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P276929",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P276929
match,276987,Q2160400,N 1872,Cuneiform Tablet N 1872,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P276987",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P276987
match,276991,Q2014102,N 1877,Cuneiform Tablet N 1877,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P276991",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P276991
match,277007,Q2166710,N 1893,Cuneiform Tablet N 1893,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277007",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P277007
match,277046,Q2169036,N 1932,Cuneiform Tablet N 1932,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277046",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277046
match,277050,Q2047318,N 1936,Cuneiform Tablet N 1936,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277050",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277050
match,277093,Q2164468,N 1982,Cuneiform Tablet N 1982,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277093",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277093
match,277103,Q2169828,N 1992,Cuneiform Tablet N 1992,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277103",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277103
match,277115,Q2057710,N 2004,Cuneiform Tablet N 2004,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Neo-Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277115",Q512161,Neo-Babylonian Period,P853,Q512161,Neo-Babylonian Period,P277115
match,277139,Q2164575,N 2028,Cuneiform Tablet N 2028,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277139",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P277139
match,277142,Q2167497,N 2031,Cuneiform Tablet N 2031,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277142",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277142
match,277181,Q2162861,N 2072,Cuneiform Tablet N 2072,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277181",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277181
match,2772,Q2063759,IM 045986,Cuneiform Tablet IM 045986,"CDLI artifact: tablet; from Uruk (mod. Warka); Uruk III; held by National Museum of Iraq, Baghdad, Iraq; CDLI P002772",Q512134,Uruk III Period,P853,Q512134,Uruk III Period,P002772
match,277284,Q2166052,N 2178,Cuneiform Tablet N 2178,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277284",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277284
match,277355,Q2163000,N 2254,Cuneiform Tablet N 2254,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277355",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277355
match,277396,Q2167655,N 2300,Cuneiform Tablet N 2300,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Achaemenid; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277396",Q512163,Achaemenid Period,P853,Q512163,Achaemenid Period,P277396
match,277400,Q2047614,N 2304,Cuneiform Tablet N 2304,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277400",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277400
match,277416,Q2168902,N 2320,Cuneiform Tablet N 2320,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277416",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277416
match,277545,Q2063830,NATN p. 59 catalogue,Cuneiform Tablet NATN p. 59 catalogue,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277545",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P277545
match,277553,Q2169715,N 2465,Cuneiform Tablet N 2465,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277553",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277553
match,277569,Q2164410,N 2483,Cuneiform Tablet N 2483,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277569",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277569
match,277586,Q2164845,N 2501,Cuneiform Tablet N 2501,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277586",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277586
match,277640,Q2163934,N 2558,Cuneiform Tablet N 2558,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277640",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277640
match,277695,Q2160599,N 2614,Cuneiform Tablet N 2614,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277695",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277695
match,277705,Q2030493,"CDLI Literary 000767, ex. 042","Cuneiform Tablet CDLI Literary 000767, ex. 042","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P277705
match,277787,Q2170148,N 2719,Cuneiform Tablet N 2719,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277787",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P277787
match,277791,Q2165675,N 2723,Cuneiform Tablet N 2723,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277791",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277791
match,277841,Q2167188,N 2774,Cuneiform Tablet N 2774,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277841",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277841
match,277945,Q2169320,N 2876,Cuneiform Tablet N 2876,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277945",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P277945
match,277990,Q2164156,N 2921,Cuneiform Tablet N 2921,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Ur III; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P277990",Q512148,Ur III Period,P853,Q512148,Ur III Period,P277990
match,278022,Q2169960,N 2956,Cuneiform Tablet N 2956,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278022",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278022
match,278034,Q2165857,N 2968,Cuneiform Tablet N 2968,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278034",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P278034
match,278063,Q2167668,N 3000,Cuneiform Tablet N 3000,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278063",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P278063
match,278126,Q1364913,N 3065,Cuneiform Tablet N 3065,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278126",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278126
match,278171,Q2166070,N 3114,Cuneiform Tablet N 3114,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Early Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278171",Q512150,Early Old Babylonian Period,P853,Q512150,Early Old Babylonian Period,P278171
match,278219,Q2168829,N 3165,Cuneiform Tablet N 3165,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278219",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278219
match,278258,Q2166485,N 3206,Cuneiform Tablet N 3206,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278258",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P278258
match,278274,Q2162882,N 3222,Cuneiform Tablet N 3222,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278274",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P278274
match,278366,Q2027882,"CDLI Literary 000501, ex. 001","Cuneiform Tablet CDLI Literary 000501, ex. 001","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278366
match,278425,Q2155164,N 3389,Cuneiform Tablet N 3389,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278425",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278425
match,278433,Q2167845,N 3398,Cuneiform Tablet N 3398,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278433",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278433
match,278464,Q2165718,N 3429,Cuneiform Tablet N 3429,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278464",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278464
match,278472,Q2170093,N 3439,Cuneiform Tablet N 3439,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Neo-Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278472",Q512161,Neo-Babylonian Period,P853,Q512161,Neo-Babylonian Period,P278472
match,278521,Q2028917,"CDLI Literary 000625, ex. 012","Cuneiform Tablet CDLI Literary 000625, ex. 012","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278521
match,278599,Q2167721,N 3574,Cuneiform Tablet N 3574,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278599",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278599
match,278608,Q2166650,N 3584,Cuneiform Tablet N 3584,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278608",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278608
match,278673,Q1970226,N 3657,Cuneiform Tablet N 3657,"Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278673
match,278736,Q2164646,N 3728,Cuneiform Tablet N 3728,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278736",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278736
match,278809,Q2163364,N 3825,Cuneiform Tablet N 3825,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278809",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278809
match,278825,Q2168344,N 3844,Cuneiform Tablet N 3844,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278825",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278825
match,278833,Q2167644,N 3856,Cuneiform Tablet N 3856,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278833",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278833
match,278864,Q2170598,N 3890,Cuneiform Tablet N 3890,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278864",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278864
match,278872,Q2166397,N 3900,Cuneiform Tablet N 3900,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278872",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278872
match,278921,Q2170233,N 3964,Cuneiform Tablet N 3964,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278921",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278921
match,278937,Q2165562,N 3973 + N 3982,Cuneiform Tablet N 3973 + N 3982,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278937",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278937
match,278960,Q1970324,N 4046,Cuneiform Tablet N 4046,"Sumerian lexical tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278960
match,278976,Q2152316,"AuOr 33, 097-098 6","Cuneiform Tablet AuOr 33, 097-098 6","CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P278976",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P278976
match,279019,Q2031035,"CDLI Literary 000782, ex. 040","Cuneiform Tablet CDLI Literary 000782, ex. 040","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279019
match,279058,Q2169247,N 4193,Cuneiform Tablet N 4193,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279058",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P279058
match,279127,Q2026552,"CDLI Literary 000381, ex. 009","Cuneiform Tablet CDLI Literary 000381, ex. 009","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the arkeoloji müzeleri, istanbul, turkey.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279127
match,279170,Q2162109,N 4313,Cuneiform Tablet N 4313,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279170",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P279170
match,279222,Q2168135,N 4363,Cuneiform Tablet N 4363,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279222",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P279222
match,279234,Q2149571,N 4375,Cuneiform Tablet N 4375,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Neo-Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279234",Q512161,Neo-Babylonian Period,P853,Q512161,Neo-Babylonian Period,P279234
match,279263,Q2170379,N 4404,Cuneiform Tablet N 4404,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279263",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P279263
match,279275,Q2165424,N 4416,Cuneiform Tablet N 4416,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Achaemenid; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279275",Q512163,Achaemenid Period,P853,Q512163,Achaemenid Period,P279275
match,279330,Q2166234,N 4471,Cuneiform Tablet N 4471,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Achaemenid; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279330",Q512163,Achaemenid Period,P853,Q512163,Achaemenid Period,P279330
match,279367,Q2168514,N 4509,Cuneiform Tablet N 4509,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Early Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279367",Q512150,Early Old Babylonian Period,P853,Q512150,Early Old Babylonian Period,P279367
match,279371,Q2165164,N 4513,Cuneiform Tablet N 4513,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279371",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P279371
match,279388,Q2168020,N 4531,Cuneiform Tablet N 4531,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279388",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P279388
match,279408,Q2169131,N 4594,Cuneiform Tablet N 4594,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279408",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279408
match,279432,Q2165016,N 4653,Cuneiform Tablet N 4653,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279432",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279432
match,279520,Q2162235,N 4840,Cuneiform Tablet N 4840,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279520",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279520
match,279577,Q2164172,N 5105,Cuneiform Tablet N 5105,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279577",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279577
match,279625,Q2165553,N 5278,Cuneiform Tablet N 5278,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279625",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279625
match,279633,Q2170253,"BagM 28, 202 21","Cuneiform Tablet BagM 28, 202 21","CDLI artifact: tablet; from Nippur (mod. Nuffar); Middle Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279633",Q512154,Middle Babylonian Period,P853,Q512154,Middle Babylonian Period,P279633
match,279664,Q2152803,N 5372,Cuneiform Tablet N 5372,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279664",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279664
match,279672,Q2167969,N 5385,Cuneiform Tablet N 5385,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279672",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279672
match,279721,Q2168103,N 5525,Cuneiform Tablet N 5525,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279721",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279721
match,279737,Q2168332,N 5581,Cuneiform Tablet N 5581,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279737",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279737
match,279760,Q2166378,N 5650,Cuneiform Tablet N 5650,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279760",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279760
match,279776,Q2170605,N 5678,Cuneiform Tablet N 5678,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279776",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279776
match,279808,Q2047961,N 5729,Cuneiform Tablet N 5729,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279808",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279808
match,279824,Q2164621,N 5753,Cuneiform Tablet N 5753,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279824",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279824
match,279936,Q2162718,N 5986,Cuneiform Tablet N 5986,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P279936",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279936
match,279961,Q1971623,N 6030,Cuneiform Tablet N 6030,"School tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P279961
match,280017,Q2165235,N 6206,Cuneiform Tablet N 6206,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Old Babylonian; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P280017",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P280017
match,280257,Q2025860,"CDLI Literary 000370, ex. 036","Cuneiform Tablet CDLI Literary 000370, ex. 036","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P280257
match,280294,Q2024242,"CDLI Literary 000339, ex. 079","Cuneiform Tablet CDLI Literary 000339, ex. 079","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P280294
match,280312,Q2026330,"CDLI Literary 000379, ex. 057","Cuneiform Tablet CDLI Literary 000379, ex. 057","Sumerian literary tablet found in the nufar provenience, dated to old babylonian (ca. 1900-1600 bc) and currently held in the university of pennsylvania museum of archaeology and anthropology, philadelphia, pennsylvania, usa.",Q512152,Old Babylonian Period,P853,Q512152,Old Babylonian Period,P280312
match,281145,Q2164657,NATN p. 61 catalogue,Cuneiform Tablet NATN p. 61 catalogue,"CDLI artifact: tablet; from Nippur (mod. Nuffar); Ur III; held by Penn Museum, Philadelphia, Pennsylvania, USA; CDLI P281145",Q512148,Ur III Period,P853,Q512148,Ur III Period,P281145
match,281692,Q2167422,"Zinbun 34, Text 129","Cuneiform Tablet Zinbun 34, Text 129","CDLI artifact: tablet; from Girsu (mod. Tello); Ur III; held by British Museum, London, UK; CDLI P281692",Q512148,Ur III Period,P853,Q512148,Ur III Period,P281692
match,281738,Q1929742,KAV 102,Cuneiform Tablet KAV 102,"tablet from an unspecified location, dated to middle assyrian (ca. 1400-1000 bc) and currently held in the vorderasiatisches museum, berlin, germany.",Q512155,Middle Assyrian Period,P853,Q512155,Middle Assyrian Period,P281738
match,281743,Q2164541,KAV 136,Cuneiform Tablet KAV 136,"CDLI artifact: tablet; from Assur (mod. Qalat Sherqat); Middle Assyrian; held by Vorderasiatisches Museum, Berlin, Germany; CDLI P281743",Q512155,Middle Assyrian Period,P853,Q512155,Middle Assyrian Period,P281743
